Store Address,ID,Description,Location,Street No.,Street Name,city,state,zip,Location,,,,,,,,,,
,1,PETTY THEFT(Shoplift) (M),14800  POMERADO ROAD,14800, POMERADO ROAD  ,Poway,CA,92064,14800  POMERADO ROAD,,,POMERADO,ROAD,,,,,,
"17170 Camino Del Sur, San Diego, CA 92127",2,SIMPLE BATTERY (M),16600  NIGHTHAWK LANE,16600, NIGHTHAWK LANE  ,San Diego,CA,92127,16600  NIGHTHAWK LANE,,,NIGHTHAWK,LANE,,,,,,
,2,VANDALISM ($400 OR MORE) (F),16000  BABCOCK STREET,16000, BABCOCK STREET  ,San Diego,CA,92127,16000  BABCOCK STREET,,,BABCOCK,STREET,,,,,,
,2,FRAUD,16000  BABCOCK STREET,16000, BABCOCK STREET  ,San Diego,CA,92127,16000  BABCOCK STREET,,,BABCOCK,STREET,,,,,,
,2,VANDALISM ($400 OR MORE) (F),16300  PASEO DEL SUR,16300, PASEO DEL SUR ,San Diego,CA,92127,16300  PASEO DEL SUR,,,PASEO,DEL,SUR,,,,,
,2,GRAND THEFT (Shoplifting) (F),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,RESIDENTIAL BURGLARY,15900  ATKINS PLACE,15900, ATKINS PLACE  ,San Diego,CA,92127,15900  ATKINS PLACE,,,ATKINS,PLACE,,,,,,
,2,RESIDENTIAL BURGLARY,15800  ATKINS PLACE,15800, ATKINS PLACE  ,San Diego,CA,92127,15800  ATKINS PLACE,,,ATKINS,PLACE,,,,,,
,2,PETTY THEFT(Shoplift) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,COMMERCIAL BURGLARY,16400  PASEO DEL SUR,16400, PASEO DEL SUR ,San Diego,CA,92127,16400  PASEO DEL SUR,,,PASEO,DEL,SUR,,,,,
,2,COMMERCIAL BURGLARY,16400  PASEO DEL SUR,16400, PASEO DEL SUR ,San Diego,CA,92127,16400  PASEO DEL SUR,,,PASEO,DEL,SUR,,,,,
,2,PETTY THEFT(Shoplift) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,PETTY THEFT(Shoplift) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,PETTY THEFT(Shoplift) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,VANDALISM ($400 OR MORE) (F),16300  PASEO DEL SUR,16300, PASEO DEL SUR ,San Diego,CA,92127,16300  PASEO DEL SUR,,,PASEO,DEL,SUR,,,,,
,2,PETTY THEFT(All Other Larceny) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,COMMERCIAL BURGLARY,17000  DEL SUR RIDGE ROAD,17000, DEL SUR RIDGE ROAD,San Diego,CA,92127,17000  DEL SUR RIDGE ROAD,,,DEL,SUR,RIDGE,ROAD,,,,
,2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,SIMPLE BATTERY (M),16600  NIGHTHAWK LANE,16600, NIGHTHAWK LANE  ,San Diego,CA,92127,16600  NIGHTHAWK LANE,,,NIGHTHAWK,LANE,,,,,,
,2,PETTY THEFT(Shoplift) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,SHOPLIFTING (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,BATTERY ON PERSON (M),15800  CAMINO SAN BERNARDO,15800, CAMINO SAN BERNARDO ,San Diego,CA,92127,15800  CAMINO SAN BERNARDO,,,CAMINO,SAN,BERNARDO,,,,,
,2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,GRAND THEFT:AUTO,17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,VEHICLE BREAK-IN/THEFT,17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
,2,VEHICLE BREAK-IN/THEFT,15900  PARKVIEW LOOP,15900, PARKVIEW LOOP  ,San Diego,CA,92127,15900  PARKVIEW LOOP,,,PARKVIEW,LOOP,,,,,,
,2,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),10300  RESERVE DRIVE,10300, RESERVE DRIVE  ,San Diego,CA,92127,10300  RESERVE DRIVE,,,RESERVE,DRIVE,,,,,,
,2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),16600  NIGHTHAWK LANE,16600, NIGHTHAWK LANE  ,San Diego,CA,92127,16600  NIGHTHAWK LANE,,,NIGHTHAWK,LANE,,,,,,
,2,PETTY THEFT(All Other Larceny) (M),16000  BABCOCK STREET,16000, BABCOCK STREET  ,San Diego,CA,92127,16000  BABCOCK STREET,,,BABCOCK,STREET,,,,,,
,2,FRAUD,15700  TANNER RIDGE ROAD,15700, TANNER RIDGE ROAD ,San Diego,CA,92127,15700  TANNER RIDGE ROAD,,,TANNER,RIDGE,ROAD,,,,,
,2,COMMERCIAL BURGLARY,16400  PASEO DEL SUR,16400, PASEO DEL SUR ,San Diego,CA,92127,16400  PASEO DEL SUR,,,PASEO,DEL,SUR,,,,,
,2,PETTY THEFT(All Other Larceny) (M),17100  CAMINO DEL SUR,17100, CAMINO DEL SUR ,San Diego,CA,92127,17100  CAMINO DEL SUR,,,CAMINO,DEL,SUR,,,,,
"280 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT:MONEY/LABOR/PROPERTY (F),200  VIA RANCHO PARKWAY,200, VIA RANCHO PARKWAY ,Escondido,CA,92025,200  VIA RANCHO PARKWAY,,,VIA,RANCHO,PARKWAY,,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,DISORD CONDUCT:ALC (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,POSS CONTROLLED SUBS FOR SALE,3600  SUNSET DRIVE,3600, SUNSET DRIVE  ,Escondido,CA,92025,3600  SUNSET DRIVE,,,SUNSET,DRIVE,,,,,,
,3,POSSESS CONTROLLED SUBSTANCE,3600  SUNSET DRIVE,3600, SUNSET DRIVE  ,Escondido,CA,92025,3600  SUNSET DRIVE,,,SUNSET,DRIVE,,,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,VANDALISM ($400 OR MORE) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,POSS NARCOTIC CONTROLLED SUBS (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT W/2 PRIOR CONVICTIONS (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,DISORD CONDUCT:ALC (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
